,Player Name,Nation,Squad,Matches Played,Minutes Played,Gls 90,Ast 90,G+A 90,xG 90,xAG 90,Age,Yellow Cards,Red Cards,Fouls commited,Fouls Drawn,Interceptions,Loose Ball Recovered,Aerial Duels Won %,Crosses,Shots on Target pr 90,Shots Total pr 90,Goals pr shot,Goals pr Shot on target,Average shooting distance,Short Cmp %,Medium Cmp%,Long Cmp%,Passes lead to shot,Completed passes into 1/3 offensive pitch,Completed passes into penalty area,Completed crosses into penalty area,Progressive passes,Tackles,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Tackle succes %,Number of times dribbled,Blocks total (shots+passes),Shots blocked,Passes blocked,Clearances,Shot creating actions 90,Completed liveball passes lead to shot,Completed deadball passes lead to shot,Succesfull dribbles lead to shot,Shot lead to another shot,Fouls Drawn lead to shot,Defensive actions lead to shot,Goal Creating Action 90,liveball passes lead to goal,Deadball passes lead to goal,Dribbles lead to goal,Shots that lead goal scoring shot,Fouls drawn lead to goal,Defensive actions lead to goal,DF,FW,MF,Prediction,market_value,difference,difference %
702,marcos llorente,es ESP,Atlético Madrid,-1.5230508154101716,-0.6496968969049903,0.17084797161912796,-0.5980096257532103,-0.16111693668758456,-0.09387478268623403,1.1083576683653351,0.1611663162225969,-0.5179307368843165,-0.3041753519952772,0.5632160258186674,0.1948419156994822,0.4576829984039074,-0.005722728885014714,-0.10575964368945026,0.432315560967152,-0.4202480596378418,0.16500567720117806,0.6966824810816279,3.5286121313510725,0.8040401652362318,1.1406229779376158,0.9424526890036206,0.6841431530190927,0.3337487473583905,-0.249615438401588,-0.07395112346748138,0.29470348810810376,-0.22111986293661254,0.40570520679782657,0.6573952838174814,-0.04820406378675539,0.37315308954289145,1.654187843840757,-0.3049913619148011,-0.15983154744309477,-0.7791920645233615,0.28538104944354054,-0.07384082518176475,0.7664890161444524,0.6323681815828222,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,0.26070362169937117,1.6020962887835153,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,14.71,35.0,-20.29,-57.97
703,giovani lo celso,ar ARG,Villarreal,-1.5230508154101716,-1.1206747723351576,0.2766720677044587,-0.5980096257532103,-0.08672019142499522,0.6793332657005863,-0.3911794831570494,-0.08586507939926628,-0.5179307368843165,-0.3041753519952772,-0.05697164957300779,0.9722213919954941,-0.14542323451452424,-0.2672382409542966,-0.04395747091530161,-0.34751903322607647,0.3993543796610501,1.212784072892022,0.12634247175809749,0.5947006844204081,1.1157681783630287,0.872610942809774,0.831654049625619,1.4276770268755237,-0.3725929755678933,-0.16374612717085396,0.4179778022611273,-0.6279108018223069,0.34358451527544087,1.0775268534672604,-0.4596066118291931,1.988166337516912,1.9902905049875397,1.1385916018211732,-0.09724474680210447,-0.22846875891210452,-0.7791920645233615,0.1965984647630383,-0.6737226821134407,0.5648632713173736,-0.07323377051116511,-0.41294118952448305,-0.5119602274269239,1.2903223559752368,0.20909918614516643,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,20.41,22.0,-1.59,-7.23
704,stanislav lobotka,sk SVK,Napoli,0.9655994035758887,1.1841105755145969,-0.10622721945137456,0.09964731885406776,0.018613814243819055,-0.6058678136015411,-0.24907622757871883,0.4081977118444601,-0.5179307368843165,-0.3041753519952772,0.11390857697999689,4.838019415340289,0.14148358952850862,3.6705785004725673,0.832955874755599,-0.6234130138535671,-0.5427457866870355,-0.665679999056145,3.6553212794474423,4.610995262235394,1.9146410435446017,2.122663631628256,2.2561709361020665,2.6691706244733098,0.6425514101452583,3.2054073699388717,-0.07146191954222587,-0.6279108018223069,1.6886120001292382,3.3100221768567715,2.990751213224258,2.6864900003140924,2.1778417218639263,1.628305110027217,2.634503847323466,2.0738436307335775,1.2061657407477389,1.920734337632551,-0.07090831381271281,0.7592395511619058,1.980069932443909,-0.41294118952448305,-0.5119602274269239,0.20070199480180415,1.5756610906361483,-0.48143675468883057,0.8045253449304745,1.3696243333547014,-0.27162260048869397,-0.26818175823197155,2.4955626322927835,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,30.86,30.0,0.86,2.87
705,manuel locatelli,it ITA,Juventus,-0.10096497598956576,0.37576556945714673,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.43481691425837504,-0.2734225895484328,-0.5799278706429927,0.8042605354417761,-0.3041753519952772,0.8404482814850809,1.158159485562478,1.6301889282692816,1.2129290335947789,1.4793023229232085,-0.510740227359543,0.08528667778954528,0.0524871540270987,-0.6578750410617571,-0.7262732797114314,1.9971244204103256,0.9586124710013213,0.9729783777541888,1.2600992590977809,0.02672081251857347,1.0033755315978965,0.034329247281130675,-0.6279108018223069,1.259041391529388,1.7984874548645147,0.7964882771762795,2.526966179908209,0.9003949719506353,1.6427787643138183,-0.07575371765251553,1.8357318230447892,2.261320937954757,0.9463180687317265,0.3748334142831734,0.11702757202055265,0.47826422987871814,-0.12128037551308748,-0.5119602274269239,0.663981141370648,-0.610837956549423,-0.48143675468883057,0.008732219298803046,0.37914938376725404,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,28.1,30.0,-1.9,-6.33
706,luka lochoshvili,ge GEO,Cremonese,-0.10096497598956576,0.3590642263567862,-0.5723654820758671,-0.37846723059707404,-0.5804886888608599,-0.6279014887711692,-0.46968407889612757,-0.5799278706429927,-0.5179307368843165,-0.3041753519952772,-0.24936127527254623,-0.7770472684059637,-0.2196578673088764,-0.6560912860633507,-0.5130805512582159,-0.5333776821802603,-0.6839784602261062,-0.8313695665941091,-0.6578750410617571,-0.7262732797114314,-0.8268303634857421,-1.0449327410912326,-0.9667681998075742,-1.1825963188798654,-0.7145238933663793,-0.533899325922839,-0.6526910360893738,-0.4862814152101826,-0.6187822334253873,-0.2607418666982523,0.12373237052249982,-0.5821205239207309,-0.2721280202695719,-0.5037527805991261,-0.7037693472460692,-0.19203172072485358,-0.2932653289674983,-0.06317280152435954,0.014134515889790937,-0.8699568792490823,-0.8010816998852731,-0.41294118952448305,-0.2866167180617729,-0.2442898170340596,-0.610837956549423,0.15824444286846803,-0.5010868209056012,-0.4886953339665092,-0.27162260048869397,-0.26818175823197155,0.35036946331340646,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,2.31,1.5,0.81,54.0
707,renan lodi,br BRA,Nott'ham Forest,-1.878572275265323,-1.1741190702563113,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.3443628793514804,-0.6699204844837751,-0.5799278706429927,-0.5179307368843165,-0.3041753519952772,-0.42502136830255727,0.2650632169933969,0.18562310091974485,-0.35984735589231204,0.3166623396108225,0.1024003813356775,-0.7488301980756793,-0.47539658566131693,-0.6578750410617571,-0.7262732797114314,-0.4512516725700597,-0.1055950107060914,-0.17921763421630912,-0.5360507882711105,-0.7044671016664237,-0.7420496517860007,-0.6909625464401762,-0.3274541745094428,-0.9294113126485044,-0.46804683195624774,-0.3659317387508188,-0.554448024462567,-0.04391884728711483,-0.13194232481831186,-0.23514551717863572,-0.4381935717340797,-0.26376263430874886,-0.4002177989225626,-0.20195491561721882,-0.5460719281017626,-0.7873296412030169,-0.21517118550305722,-0.5119602274269239,-0.21838275949566982,-0.043189165453168754,-0.48143675468883057,-0.2592334224617596,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,1.1299882770397087,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,7.99,20.0,-12.01,-60.05
708,ruben loftus cheek,eng ENG,Chelsea,0.6100779437207372,0.32566154015606513,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.05328643368955061,0.4077786810735647,-0.08586507939926628,-0.5179307368843165,-0.3041753519952772,0.056550179255910944,3.6894231068520336,0.7530164564398125,1.9744986871191401,1.2941508903394705,0.08143501124603567,-0.21292837705206358,0.09509560035236642,-0.6578750410617571,-0.7262732797114314,1.561178413437937,1.6198785935671212,1.8049216241371342,2.3856218577609223,0.2544775657234472,1.75205467373434,0.9217304466346986,-0.6279108018223069,1.7048042403647088,1.0158472280016086,0.48707733276589155,1.6381906090754337,-0.10425000796063812,0.8595768389888329,1.4954793023952335,0.7705839858034852,0.17183597506454296,0.8882257602370762,0.6974096648788805,0.6147335491764752,0.8564458436407575,-0.41294118952448305,2.1342164111181368,0.16412732533584254,0.4365409576618469,-0.48143675468883057,0.19692045561586474,0.6385594896115853,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,27.39,25.0,2.39,9.56
709,sean longstaff,eng ENG,Newcastle Utd,0.9655994035758887,0.6663689394034201,-0.039053948338904056,0.909689060981749,0.39951860241993625,0.04905418913780141,1.2057431162441914,-0.33289647502112946,0.14316489927872983,-0.3041753519952772,1.5853108074853597,0.670236828684575,0.4235751941470436,1.2543225016352562,0.9445711905846256,0.2276781142639645,-0.0676810721223049,0.21455142308570713,0.272583499789772,0.8410361555871847,0.904630450728655,1.2952395781884818,1.469688235684486,1.036894865978525,1.0770639691815698,0.8684380425210293,0.3252549560453617,0.40193716654299816,1.509782993999257,0.9864150415760914,0.13556000601219478,0.8953739079337557,2.514909293452957,0.1323495562620315,3.436238629209533,2.9940906882069713,1.4291714033153406,2.9702321750594805,-0.06999190400988403,0.7920282771558829,1.3399924952477298,-0.0740020243833863,-0.5119602274269239,1.6560690506348505,1.3348403913831923,-0.48143675468883057,-0.3281157194869044,-0.05359383825488041,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,24.28,22.0,2.28,10.36
710,ademola lookman,ng NGA,Atalanta,0.9655994035758887,0.0049957526291427665,2.818545900407546,0.09720795890788807,2.0594908658036917,2.608004634989418,2.3544939095906954,-0.33289647502112946,-0.5179307368843165,-0.3041753519952772,0.495102928521315,1.2283807868563918,-0.8460376607790502,0.1892299818225683,-0.9194117261607937,0.5056300453297015,0.9762260287229668,1.1153038248915659,1.4390841999486743,1.619232303136773,0.23086285077728314,0.4946509799523718,0.3315956716149858,0.7700675856727467,1.2441841841955346,-0.48823866042713104,1.0788614444164486,0.5830204537113566,0.15213508660898814,-0.921814367020974,-1.0684932868386259,-0.604909641121571,-0.29967050666400596,-1.5026933844869002,-0.40707375037535043,0.033369492247451435,-0.7791920645233615,0.5352875840997694,-0.9096065653615517,1.6110063774549968,1.3931806045629245,0.9155138879931745,0.13026877426375674,1.1531673454778806,2.4395575673213554,-0.48143675468883057,1.1275968243111525,0.757652310931028,-0.27162260048869397,-0.26818175823197155,1.6364922197153935,2.410429805433556,-0.17282534396494637,0.0,1.0,0.0,27.08,20.0,7.08,35.4
711,rony lopes,pt POR,Troyes,-0.45648643584471726,-0.7298633437867209,0.09261497649333855,1.3925080903290918,0.7355725474674502,0.08007528444240888,0.5001954836524783,-0.08586507939926628,0.14316489927872983,-0.3041753519952772,-0.6843291246801949,-0.33527945744894316,-0.9242849764271501,-0.5655869237375629,-0.46083899197083916,0.21623076495121474,0.584645059231258,0.5318321751863613,-0.23834609189589123,-0.30750297872791155,-0.5816805661079328,-0.6874344405256392,-0.7409909916574395,-0.6482159508449857,0.1456275849709876,-0.5977658431193937,-0.2755766414131733,-0.008788054632163344,-0.5497270912447019,-0.9671143409106843,-0.8754662756468244,-0.7058328744395785,-0.8229777481582592,-1.159977927629154,-0.025607982970141253,-1.1461736974422019,-0.7791920645233615,-0.9904575748540524,-0.8722170454061401,0.37211812109391246,-0.3262312030332577,0.6737949941892094,0.47311282779787917,1.1943138486270866,-0.610837956549423,-0.48143675468883057,0.5635723686699674,-0.1726866595743239,0.8376192796579435,-0.26818175823197155,1.68118374406913,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,5.54,4.0,1.54,38.5
712,david lopez,es ESP,Girona,-1.5230508154101716,-0.5561693755429713,0.23883616976415914,0.009042520853122748,0.1718269133984587,-0.45569092231381214,-0.6177497088343877,1.643354689953776,0.14316489927872983,-0.3041753519952772,-0.6126311275250871,-0.4777001248619521,-0.5759841047217614,-0.28179611318887066,-0.030417519904686035,-0.6234130138535671,-0.21086959172350528,-0.47949183023984826,1.3629931650509457,0.9491811597850239,-0.8548287049556997,-0.10333886671976714,0.022502097092423633,-0.04460472089292951,-0.6423516235196399,-0.26324548780329143,-0.6999859106692272,-0.6279108018223069,-0.5568707266427032,-0.6108569191339785,-0.561324277040559,-0.31082150962501104,-0.8229777481582592,0.5579931445680115,-0.96166169704114,-0.07001001144661187,0.8486624995887827,-0.6265585857932264,0.6622195284502589,-0.8962966020190016,-0.8649883255263447,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,0.7430958234922856,-0.4268920329987783,-0.3377658178388979,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,2.02,2.0,0.02,1.0
713,maxime lopez,fr FRA,Sassuolo,0.2545564838655857,0.7565561921453671,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5194726135943148,0.05301740665773226,-0.33289647502112946,2.1264518077678685,-0.3041753519952772,-0.09003239270564098,-0.23769492607336207,0.2827300259804634,0.9312429756583154,0.28605205096587455,-0.24783705887348675,-0.4933349388016465,-0.6205651735352732,-0.6578750410617571,-0.7262732797114314,0.6201449552997407,0.021515992562991408,0.031960331487900825,0.40420481297658156,0.5017563263458817,1.6145858897685854,-0.23823858253434116,-0.03711393195458783,1.3285727760699404,0.41594248903278924,0.7274148859164681,0.0711675025033609,-0.05703431699875051,-0.807293372155636,2.8876204128630727,0.04184322205844075,-0.5258159809835183,0.3862205283399137,-0.32090490802438604,0.07072161444453585,0.7440025402976059,-0.02406010417595563,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.29362954986516526,0.03484142510114151,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,11.61,15.0,-3.39,-22.6
714,unai lopez,es ESP,Rayo Vallecano,0.2545564838655857,-1.010445907872778,-0.006107612593966388,1.0969970568490865,0.5355443346822274,-0.11590845785586235,-0.1377785728600266,0.1611663162225969,-1.1790263730473627,-0.3041753519952772,-0.04223372793556997,-0.10582393772798297,-0.15224479536589758,-0.12569362778198956,-0.4686752258639454,0.31501238598707176,0.2682097542319126,0.488149566348692,-0.10215913454139425,-0.017125711201014283,0.49934459938005804,0.02467310493989297,0.0844992980331073,0.4154083019212419,-0.07088922456922969,0.6530832619741085,-0.21583574720704227,-0.32037270517883676,0.12272712088721358,-0.683541623002215,-0.7808451917292747,-0.5430534658621471,-0.0255571896908257,-0.568256540901914,-0.032771659353337264,-0.8038350130782508,-0.5154032652216071,-0.7142450891813776,-0.7424534173255943,0.3808174790729692,-0.10538931948879364,0.19435256019787467,-0.5119602274269239,-0.6709942941369419,0.5512174811156354,-0.48143675468883057,0.6006697626233792,0.42159831017814436,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,6.68,3.5,3.18,90.86
715,dion lopy,sn SEN,Reims,-0.45648643584471726,-0.8434324768691727,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5752815934647546,-0.29876268057813515,-1.5680534531304455,1.4653561716048225,6.073018234664326,0.30629820267953384,-0.31945493884749715,0.3553595856333154,-0.10096278458831445,0.19213968540317664,-0.4891317477579493,-0.7488301980756793,-0.5092327048019709,-0.6578750410617571,-0.7262732797114314,0.22721517952943726,-0.3720433816849972,-0.15573985561204867,0.058971720504928875,-0.4169611742441675,-0.20405213040160672,-0.7021639641038258,-0.6279108018223069,-0.19647432081350585,-0.15939277257211967,0.04283134377299589,-0.18819435516334637,-0.4806639886845746,-0.7004301733826848,1.3713089117531627,0.5608591729815107,-0.32623892888021716,0.9315209712849759,-0.3355674648696454,-0.16860134829178608,-0.3941825518161692,-0.06534542488076502,-0.5119602274269239,-0.273244763694612,-0.11199507952544209,-0.48143675468883057,-0.3880838368970303,-0.3460197757521268,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,4.63,3.0,1.63,54.33
716,anthony losilla,fr FRA,Bochum,0.9655994035758887,1.5782622726831055,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5287499505078425,-0.748921944752847,2.3844488768193655,0.8042605354417761,-0.3041753519952772,1.3853530598638941,-0.4618756062605069,1.3196072753891315,0.8845876260872696,-0.1104124075634823,-0.37491549843524,-0.464717822734692,-0.49023345536386564,-0.6578750410617571,-0.7262732797114314,-0.30997835099804905,-0.39042760446464525,-0.36781787910550645,-0.3123346078661764,-0.47197774060274744,-0.10942064455549193,-0.43986410048003266,-0.06948636318021627,0.24607389209271394,1.385413116683766,1.6736257250919655,0.7591818027573043,0.6249701080062915,0.07940256583604474,0.6907596553495018,0.551961756679972,0.4182702480964454,0.44979324329632286,0.4056247836582183,-0.5148539195206713,-0.13451132611004143,-0.41294118952448305,-0.5119602274269239,0.17022310358016957,-0.08332594866199497,2.0407348242513774,-0.5666375558524053,-0.3283327230809224,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,0.13,0.5,-0.37,-74.0
717,jordan lotomba,ch SUI,Nice,0.6100779437207372,0.24883536189440664,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5522332095702093,-0.3494428626375397,-0.5799278706429927,0.14316489927872983,-0.3041753519952772,-0.6277673713689432,-0.2831904170525177,0.37983695104118265,-0.14393481708796155,0.18365043201897832,0.14394525580778908,-0.5872155497838858,-0.6100025754966563,-0.6578750410617571,-0.7262732797114314,0.30631378037238505,0.15150860547797465,0.021220658884003228,-0.14165820070423799,-0.04426830536346463,-0.029003353085439144,0.2913395525637562,0.9603616051850891,0.16082650967655795,0.21836294189800798,0.7141679341680117,-0.18602396304898042,-0.4111519992129068,0.8856072631522374,-0.5593018735182741,1.0756382589990865,0.5831382476600424,1.023043759196359,0.24140414699131307,-0.14407399176750293,-0.011551742598105172,-0.20385101692270624,-0.5119602274269239,-0.1924757019572805,0.5894429889335657,0.9532767884039693,-0.4578665561055101,-0.28352552298053774,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,7.82,6.0,1.82,30.33
718,sandi lovric,si SVN,Udinese,0.6100779437207372,-0.29562842317734694,0.32731396187070555,0.10452603874642595,0.2788796557565071,0.187924326062168,0.4346093656932491,-0.5799278706429927,-0.5179307368843165,-0.3041753519952772,-0.04860688323824602,-0.010876826119309783,-0.062360699441926376,0.2868378842146246,-0.3599474805970928,-0.06159254421213194,0.27150381075760505,1.42875787304179,-0.1204392630453535,0.5277982098648852,0.5966158326559718,0.1859836769521608,0.15491737862912208,0.18970080371385115,0.4118367770286326,0.3602319148289301,0.05299827672054633,-0.2880002739532083,-0.11539405904618423,-0.11025381784429858,-0.5916030238941753,0.23828769530952348,0.49906159877459105,0.15040470153281707,0.28243010150730535,-0.46488582063869516,-0.7791920645233615,-0.10920821580313801,-0.29377917786065627,0.5018835442814983,0.33144077982992587,-0.18920138699519337,1.110513040002164,-0.1589489216134829,0.03135057479179354,1.053798119448687,0.31829736592945285,0.13860546743887384,-0.27162260048869397,1.8249494909189643,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,12.39,5.0,7.39,147.8
